CollectionID,LoanID,CollectionDate,AmountCollected,OutstandingBalance,CollectionStatus,Remarks
1301,1301,2024-09-07,11486,48474,Partial,Delayed
1302,1302,2024-03-09,17730,14267,Partial,Delayed
1303,1303,2024-07-31,3486,36944,Full,Delayed
1304,1304,2024-07-02,9513,90642,Overdue,On time
1305,1305,2024-07-12,19827,58388,Partial,On time
1306,1306,2024-04-06,4014,4937,Overdue,On time
1307,1307,2024-07-19,13608,29183,Partial,Delayed
1308,1308,2024-03-16,1986,8014,Full,On time
1309,1309,2024-05-26,13190,6743,Full,Pending
1310,1310,2024-10-05,6107,8268,Full,Pending
1311,1311,2024-10-23,15637,69064,Overdue,Delayed
1312,1312,2024-03-13,16467,22352,Partial,Delayed
1313,1313,2024-07-24,11030,61429,Full,Delayed
1314,1314,2024-09-08,11006,32767,Overdue,Delayed
1315,1315,2024-01-25,17440,51041,Partial,Delayed
1316,1316,2024-06-04,11778,15055,Overdue,Delayed
1317,1317,2024-04-14,8909,921,Full,Delayed
1318,1318,2024-04-04,4231,83387,Overdue,On time
1319,1319,2024-03-01,8451,94611,Full,On time
1320,1320,2024-09-18,6997,61072,Overdue,Pending
1321,1321,2024-01-26,8270,13893,Full,Pending
1322,1322,2024-02-24,713,15644,Partial,On time
1323,1323,2024-09-27,8193,42956,Overdue,Pending
1324,1324,2024-06-04,16219,83149,Overdue,Delayed
1325,1325,2024-08-28,13588,88787,Overdue,Pending
1326,1326,2024-09-20,19723,51249,Partial,Pending
1327,1327,2024-04-24,6373,93491,Full,Pending
1328,1328,2024-10-08,16533,14153,Full,On time
1329,1329,2024-03-07,4879,25827,Full,On time
1330,1330,2024-07-21,1180,66709,Overdue,Pending
1331,1331,2024-08-09,19761,70237,Full,On time
1332,1332,2024-09-07,11218,45798,Overdue,Pending
1333,1333,2024-09-17,19455,81961,Partial,Pending
1334,1334,2024-09-16,18185,58749,Overdue,Pending
1335,1335,2024-10-10,19814,99782,Partial,Pending
1336,1336,2024-04-29,664,41955,Overdue,On time
1337,1337,2024-06-07,15338,57161,Partial,On time
1338,1338,2024-04-25,964,42497,Overdue,Pending
1339,1339,2024-03-02,18122,20150,Partial,On time
1340,1340,2024-01-09,11940,87630,Overdue,Delayed
1341,1341,2024-04-04,13124,9691,Full,Delayed
1342,1342,2024-06-12,16038,67826,Full,Pending
1343,1343,2024-10-20,18635,10409,Overdue,On time
1344,1344,2024-10-05,10751,65647,Full,Pending
1345,1345,2024-02-20,14021,36506,Full,Pending
1346,1346,2024-05-23,1133,57707,Partial,On time
1347,1347,2024-10-07,8197,43099,Full,On time
1348,1348,2024-10-08,14126,2123,Partial,Pending
1349,1349,2024-07-24,14548,75045,Partial,On time
1350,1350,2024-06-16,16051,97060,Overdue,Pending
1351,1351,2024-03-24,11527,45442,Full,Pending
1352,1352,2024-02-10,16027,54274,Full,Delayed
1353,1353,2024-04-30,7405,1556,Full,On time
1354,1354,2024-04-07,997,48801,Partial,On time
1355,1355,2024-02-01,12982,43097,Overdue,Delayed
1356,1356,2024-06-28,12460,48350,Full,Delayed
1357,1357,2024-01-16,19801,14704,Full,Pending
1358,1358,2024-05-31,1052,68017,Overdue,Delayed
1359,1359,2024-04-23,3711,59858,Full,Delayed
1360,1360,2024-09-02,9292,22278,Partial,On time
1361,1361,2024-05-31,18905,8118,Full,Delayed
1362,1362,2024-03-01,8157,33316,Overdue,On time
1363,1363,2024-05-17,14399,31032,Partial,Delayed
1364,1364,2024-10-18,10152,73865,Full,Delayed
1365,1365,2024-05-25,11115,80135,Full,Delayed
1366,1366,2024-10-21,5687,9538,Partial,Delayed
1367,1367,2024-04-22,11853,65328,Full,Delayed
1368,1368,2024-01-17,12306,62312,Overdue,Delayed
1369,1369,2024-03-13,8690,24960,Partial,Delayed
1370,1370,2024-06-05,17177,84157,Partial,Pending
1371,1371,2024-03-29,10682,22779,Overdue,Pending
1372,1372,2024-10-07,14737,17607,Overdue,Pending
1373,1373,2024-09-19,8992,13325,Partial,On time
1374,1374,2024-05-23,5835,16279,Partial,Pending
1375,1375,2024-05-12,2255,37154,Full,On time
1376,1376,2024-07-30,822,84958,Partial,Pending
1377,1377,2024-09-22,19225,1592,Full,On time
1378,1378,2024-03-13,11187,79197,Full,Delayed
1379,1379,2024-04-24,10151,8391,Full,Delayed
1380,1380,2024-03-15,11025,41935,Full,On time
1381,1381,2024-10-10,1796,41490,Full,Pending
1382,1382,2024-01-10,5730,2265,Full,Pending
1383,1383,2024-09-16,10524,65577,Partial,Delayed
1384,1384,2024-02-02,15831,49804,Full,Delayed
1385,1385,2024-07-01,7162,14087,Partial,Delayed
1386,1386,2024-05-26,10069,8245,Full,Delayed
1387,1387,2024-04-29,17812,79093,Overdue,Pending
1388,1388,2024-06-08,18064,41023,Full,On time
1389,1389,2024-04-18,10594,7091,Partial,On time
1390,1390,2024-04-22,9676,41267,Partial,Delayed
1391,1391,2024-07-18,18532,90226,Full,Pending
1392,1392,2024-08-11,12423,32672,Overdue,Pending
1393,1393,2024-07-24,13954,93190,Overdue,Pending
1394,1394,2024-07-15,2759,72780,Overdue,On time
1395,1395,2024-01-09,14135,26473,Full,Delayed
1396,1396,2024-10-26,2162,10161,Partial,Delayed
1397,1397,2024-03-28,7631,56761,Partial,Pending
1398,1398,2024-10-10,16210,27312,Full,Pending
1399,1399,2024-02-12,13585,32649,Partial,Pending
1400,1400,2024-05-23,612,99597,Overdue,Pending
1401,1401,2024-04-03,6433,86588,Full,Delayed
1402,1402,2024-08-03,19975,34419,Partial,Delayed
1403,1403,2024-09-27,12088,92281,Partial,Pending
1404,1404,2024-07-13,19308,82499,Overdue,Delayed
1405,1405,2024-07-20,13465,63622,Partial,On time
1406,1406,2024-03-10,7720,498,Partial,Delayed
1407,1407,2024-04-16,9391,82351,Overdue,Delayed
1408,1408,2024-05-08,15260,11420,Overdue,Pending
1409,1409,2024-10-08,2401,43999,Partial,Delayed
1410,1410,2024-02-22,7428,22026,Full,Pending
1411,1411,2024-06-29,19056,64366,Partial,Pending
1412,1412,2024-08-24,15568,45466,Overdue,Pending
1413,1413,2024-09-27,14949,22333,Full,On time
1414,1414,2024-01-24,8552,20426,Full,Pending
1415,1415,2024-09-18,11727,84272,Overdue,On time
1416,1416,2024-09-24,9022,24916,Full,Pending
1417,1417,2024-05-12,12651,44348,Full,On time
1418,1418,2024-01-15,17456,4074,Partial,On time
1419,1419,2024-04-22,12791,79552,Overdue,Pending
1420,1420,2024-09-23,15924,3246,Full,Pending
1421,1421,2024-09-05,8683,7124,Overdue,Delayed
1422,1422,2024-01-23,3599,59688,Full,Delayed
1423,1423,2024-04-23,15663,42277,Partial,Delayed
1424,1424,2024-04-02,16514,27872,Partial,Delayed
1425,1425,2024-03-20,10758,74044,Partial,Delayed
1426,1426,2024-03-24,7996,67349,Full,On time
1427,1427,2024-03-22,13049,30509,Partial,Pending
1428,1428,2024-10-24,14314,42464,Full,Delayed
1429,1429,2024-05-17,4985,32816,Overdue,Pending
1430,1430,2024-03-16,6142,75100,Full,Pending
1431,1431,2024-07-23,17863,31119,Full,On time
1432,1432,2024-04-10,9111,732,Full,On time
1433,1433,2024-08-16,18091,47951,Partial,Delayed
1434,1434,2024-05-02,6040,32143,Partial,Pending
1435,1435,2024-10-02,17596,23871,Overdue,On time
1436,1436,2024-02-17,10375,22728,Full,Pending
1437,1437,2024-06-02,6482,60755,Overdue,Delayed
1438,1438,2024-10-09,4042,53220,Overdue,On time
1439,1439,2024-03-27,12058,1755,Overdue,On time
1440,1440,2024-02-24,5648,72865,Overdue,Pending
1441,1441,2024-02-09,4236,25422,Partial,Delayed
1442,1442,2024-02-04,10347,18238,Partial,Pending
1443,1443,2024-02-06,8614,9531,Full,On time
1444,1444,2024-10-03,9296,53554,Partial,Delayed
1445,1445,2024-08-20,13016,93551,Overdue,On time
1446,1446,2024-06-25,17922,92915,Partial,Delayed
1447,1447,2024-07-23,12687,87826,Overdue,Delayed
1448,1448,2024-06-30,2757,1888,Partial,Pending
1449,1449,2024-10-07,7294,51138,Overdue,Pending
1450,1450,2024-02-18,8272,12988,Overdue,Delayed
1451,1451,2024-07-30,966,96240,Overdue,Pending
1452,1452,2024-01-19,4926,96555,Full,On time
1453,1453,2024-08-23,654,51817,Partial,Pending
1454,1454,2024-03-18,7700,84335,Full,Delayed
1455,1455,2024-04-03,4461,73276,Overdue,Pending
1456,1456,2024-08-18,2812,49228,Overdue,On time
1457,1457,2024-02-05,14470,9697,Full,Pending
1458,1458,2024-09-02,7260,74910,Overdue,Delayed
1459,1459,2024-09-20,8526,38985,Full,Pending
1460,1460,2024-03-17,7674,22721,Partial,On time
1461,1461,2024-07-10,16267,54473,Overdue,Pending
1462,1462,2024-03-25,18037,75102,Partial,Delayed
1463,1463,2024-02-22,18045,96770,Partial,Pending
1464,1464,2024-06-06,13108,17680,Partial,On time
1465,1465,2024-09-07,7129,78979,Overdue,Delayed
1466,1466,2024-05-05,8848,17296,Full,Pending
1467,1467,2024-03-28,13057,5996,Full,Pending
1468,1468,2024-01-16,5189,8840,Overdue,Delayed
1469,1469,2024-06-06,6458,34972,Full,On time
1470,1470,2024-01-14,16517,98750,Partial,Delayed
1471,1471,2024-10-07,17127,62107,Partial,Pending
1472,1472,2024-01-30,9849,12122,Partial,On time
1473,1473,2024-02-02,6726,76133,Overdue,Pending
1474,1474,2024-10-18,10205,69031,Partial,Pending
1475,1475,2024-08-25,10659,61713,Overdue,Pending
1476,1476,2024-10-22,5644,37187,Overdue,On time
1477,1477,2024-07-15,10527,11690,Overdue,Delayed
1478,1478,2024-07-11,7648,82234,Partial,Pending
1479,1479,2024-10-21,6551,90876,Partial,Pending
1480,1480,2024-05-07,12466,55606,Full,Delayed
1481,1481,2024-05-31,10276,97295,Full,On time
1482,1482,2024-02-07,18665,13535,Full,On time
1483,1483,2024-06-28,10278,83182,Partial,Delayed
1484,1484,2024-07-13,7882,2631,Full,Pending
1485,1485,2024-06-07,13601,80197,Partial,Delayed
1486,1486,2024-08-02,15859,86361,Partial,Pending
1487,1487,2024-10-06,3320,76935,Overdue,Delayed
1488,1488,2024-07-22,9537,47415,Overdue,Pending
1489,1489,2024-01-04,1651,76687,Overdue,On time
1490,1490,2024-01-05,13645,75483,Full,Delayed
1491,1491,2024-03-12,2358,41864,Overdue,Pending
1492,1492,2024-03-22,6510,17957,Overdue,Delayed
1493,1493,2024-01-11,1336,7205,Full,Pending
1494,1494,2024-01-12,6233,20710,Partial,Delayed
1495,1495,2024-08-15,10974,83661,Partial,Pending
1496,1496,2024-02-11,833,91923,Overdue,Pending
1497,1497,2024-05-09,9653,80114,Partial,On time
1498,1498,2024-06-10,19145,87573,Full,On time
1499,1499,2024-02-13,18595,38452,Full,Delayed
1500,1500,2024-08-01,1549,2769,Overdue,On time
1501,1501,2024-02-19,19754,14771,Partial,Delayed
1502,1502,2024-08-19,7880,5105,Overdue,Pending
1503,1503,2024-07-22,12910,96704,Full,Pending
1504,1504,2024-01-06,8881,66220,Partial,Pending
1505,1505,2024-04-04,9101,9761,Overdue,Delayed
1506,1506,2024-09-24,6630,33648,Overdue,On time
1507,1507,2024-05-26,14093,33417,Overdue,Delayed
1508,1508,2024-05-09,13691,15185,Partial,Pending
1509,1509,2024-07-02,13935,23798,Overdue,Pending
1510,1510,2024-09-04,5863,81191,Full,On time
1511,1511,2024-09-29,4890,47063,Overdue,Delayed
1512,1512,2024-07-12,7917,21397,Overdue,Pending
1513,1513,2024-04-12,1823,82215,Overdue,Delayed
1514,1514,2024-10-10,7162,73684,Partial,On time
1515,1515,2024-04-20,14421,66254,Overdue,On time
1516,1516,2024-08-19,17758,3473,Overdue,Pending
1517,1517,2024-02-16,18641,46367,Full,Delayed
1518,1518,2024-10-08,3358,48910,Full,Delayed
1519,1519,2024-06-10,18575,44953,Overdue,On time
1520,1520,2024-01-02,1411,96419,Full,On time
1521,1521,2024-08-29,7213,24767,Partial,Delayed
1522,1522,2024-09-21,7061,9093,Full,Delayed
1523,1523,2024-03-23,5801,16916,Overdue,Delayed
1524,1524,2024-06-01,2199,96599,Overdue,Pending
1525,1525,2024-05-22,15779,47110,Full,Delayed
1526,1526,2024-08-24,16578,55962,Partial,Delayed
1527,1527,2024-05-14,16173,47699,Full,Delayed
1528,1528,2024-02-22,5912,12638,Partial,On time
1529,1529,2024-01-23,11732,23958,Partial,Pending
1530,1530,2024-01-30,1636,71721,Partial,Pending
1531,1531,2024-04-30,8680,62914,Overdue,On time
1532,1532,2024-08-22,8851,84415,Partial,Delayed
1533,1533,2024-01-28,15911,85650,Overdue,Delayed
1534,1534,2024-02-17,15078,28740,Partial,Delayed
1535,1535,2024-07-23,5409,9111,Partial,Delayed
1536,1536,2024-09-05,9985,88749,Full,Delayed
1537,1537,2024-10-26,6161,25880,Overdue,Pending
1538,1538,2024-08-11,7396,9418,Overdue,On time
1539,1539,2024-04-21,17980,10788,Partial,On time
1540,1540,2024-02-12,16219,54776,Partial,Delayed
1541,1541,2024-07-28,14831,42450,Overdue,On time
1542,1542,2024-04-23,4626,91252,Overdue,Pending
1543,1543,2024-03-28,7710,20854,Partial,Pending
1544,1544,2024-03-30,19704,35561,Full,Pending
1545,1545,2024-06-03,8012,59642,Partial,On time
1546,1546,2024-07-24,19162,46174,Overdue,Delayed
1547,1547,2024-07-04,19000,57981,Overdue,Delayed
1548,1548,2024-05-13,3427,54524,Partial,Pending
1549,1549,2024-01-11,7622,54443,Overdue,Delayed
1550,1550,2024-08-15,5196,77515,Overdue,Delayed
1551,1551,2024-02-24,1323,86788,Partial,On time
1552,1552,2024-10-20,12942,12410,Partial,Delayed
1553,1553,2024-06-07,19174,71664,Full,Pending
1554,1554,2024-03-16,8596,8752,Overdue,On time
1555,1555,2024-03-07,12062,40471,Full,Delayed
1556,1556,2024-10-07,10181,26654,Overdue,Pending
1557,1557,2024-03-02,7752,48693,Full,On time
1558,1558,2024-03-24,7086,16690,Partial,Delayed
1559,1559,2024-08-23,13173,85235,Overdue,Delayed
1560,1560,2024-08-21,995,57296,Full,Delayed
1561,1561,2024-07-15,15375,25610,Partial,Pending
1562,1562,2024-02-27,6112,8137,Overdue,Delayed
1563,1563,2024-01-29,11279,25897,Full,Pending
1564,1564,2024-04-03,14244,16840,Overdue,On time
1565,1565,2024-06-24,11581,43544,Partial,Delayed
1566,1566,2024-04-16,12839,69397,Full,Delayed
1567,1567,2024-05-10,13973,51649,Full,Delayed
1568,1568,2024-05-11,9976,20167,Overdue,Delayed
1569,1569,2024-06-11,604,78210,Overdue,On time
1570,1570,2024-01-30,2053,21814,Partial,Delayed
1571,1571,2024-02-05,16535,84252,Partial,Delayed
1572,1572,2024-04-09,9458,85887,Overdue,Pending
1573,1573,2024-01-15,3046,25214,Overdue,Pending
1574,1574,2024-09-27,17043,74555,Overdue,On time
1575,1575,2024-10-16,6307,84850,Partial,On time
1576,1576,2024-10-10,16603,75510,Overdue,Pending
1577,1577,2024-04-24,834,5515,Partial,On time
1578,1578,2024-02-20,6749,60449,Full,On time
1579,1579,2024-07-20,11576,22976,Overdue,Pending
1580,1580,2024-07-27,16900,45872,Partial,On time
1581,1581,2024-06-07,16567,53628,Partial,Delayed
1582,1582,2024-10-17,8506,22105,Overdue,Delayed
1583,1583,2024-01-17,17182,52100,Overdue,On time
1584,1584,2024-05-22,14141,85174,Overdue,On time
1585,1585,2024-09-01,9504,29804,Partial,On time
1586,1586,2024-01-09,14761,36486,Full,Delayed
1587,1587,2024-05-11,4461,17202,Full,Delayed
1588,1588,2024-04-02,1614,60429,Full,Pending
1589,1589,2024-07-10,12626,6549,Full,Pending
1590,1590,2024-06-02,3681,42952,Overdue,Pending
1591,1591,2024-06-15,2347,41028,Full,Pending
1592,1592,2024-06-18,6577,89922,Full,Delayed
1593,1593,2024-10-15,1175,87946,Overdue,Delayed
1594,1594,2024-01-19,3654,16079,Full,On time
1595,1595,2024-07-20,19229,9236,Partial,Pending
1596,1596,2024-09-26,15636,78380,Full,On time
1597,1597,2024-02-07,11623,60487,Partial,On time
1598,1598,2024-02-15,6587,77530,Partial,Delayed
1599,1599,2024-10-16,16287,32229,Overdue,Delayed
1600,1600,2024-02-20,1388,8241,Full,Pending
1601,1601,2024-06-14,18248,51651,Overdue,Pending
1602,1602,2024-01-07,19358,3099,Partial,Pending
1603,1603,2024-01-17,7201,11205,Overdue,Pending
1604,1604,2024-03-15,13976,31008,Partial,Pending
1605,1605,2024-01-22,7276,18322,Partial,Pending
1606,1606,2024-07-21,17249,12075,Full,Delayed
1607,1607,2024-03-19,17890,38710,Overdue,Delayed
1608,1608,2024-05-20,16607,5013,Overdue,Pending
1609,1609,2024-05-31,18191,25005,Full,On time
1610,1610,2024-06-03,16028,56745,Full,Pending
1611,1611,2024-08-23,7245,3943,Overdue,Delayed
1612,1612,2024-02-04,11212,28703,Overdue,Pending
1613,1613,2024-10-23,4809,47942,Partial,Pending
1614,1614,2024-01-11,14529,16193,Full,Pending
1615,1615,2024-05-30,9033,81992,Full,Pending
1616,1616,2024-02-29,2308,52404,Partial,Pending
1617,1617,2024-09-22,10160,75364,Full,Pending
1618,1618,2024-06-25,2756,15929,Overdue,On time
1619,1619,2024-01-29,5011,14647,Partial,On time
1620,1620,2024-05-04,7084,65869,Full,Pending
1621,1621,2024-10-16,3506,67860,Partial,Pending
1622,1622,2024-03-23,9065,81489,Full,Delayed
1623,1623,2024-02-08,2374,8245,Overdue,On time
1624,1624,2024-03-09,8106,1027,Partial,On time
1625,1625,2024-10-25,19349,45155,Full,Pending
1626,1626,2024-03-25,13410,16682,Full,Pending
1627,1627,2024-04-08,10846,67621,Partial,On time
1628,1628,2024-05-12,10854,20006,Partial,Delayed
1629,1629,2024-05-18,3644,9367,Partial,On time
1630,1630,2024-01-21,1487,62994,Overdue,Pending
1631,1631,2024-06-15,19605,73295,Overdue,On time
1632,1632,2024-07-16,6485,68034,Full,Pending
1633,1633,2024-08-01,17595,41100,Overdue,On time
1634,1634,2024-03-12,16233,54763,Overdue,Pending
1635,1635,2024-06-18,2510,4018,Partial,Pending
1636,1636,2024-08-10,4663,72727,Full,Delayed
1637,1637,2024-02-12,19656,2436,Partial,On time
1638,1638,2024-07-07,6298,69132,Full,On time
1639,1639,2024-08-31,9295,1702,Overdue,Pending
1640,1640,2024-07-07,9010,29714,Full,On time
1641,1641,2024-06-13,9863,83273,Full,Pending
1642,1642,2024-10-23,4305,39923,Full,On time
1643,1643,2024-08-06,9304,55038,Partial,Pending
1644,1644,2024-09-07,16716,23244,Partial,Delayed
1645,1645,2024-02-25,10670,40320,Overdue,Delayed
1646,1646,2024-08-29,13383,63249,Full,Delayed
1647,1647,2024-03-22,15276,5197,Overdue,Pending
1648,1648,2024-07-22,2356,2452,Overdue,Pending
1649,1649,2024-04-12,5433,276,Partial,Pending
1650,1650,2024-04-22,18796,82912,Partial,Delayed
1651,1651,2024-10-18,11317,75652,Partial,Pending
1652,1652,2024-01-16,2669,23876,Partial,Pending
1653,1653,2024-02-14,14598,99410,Full,Delayed
1654,1654,2024-04-04,13495,31540,Partial,On time
1655,1655,2024-04-28,11103,83333,Full,On time
1656,1656,2024-08-03,18605,23401,Overdue,Delayed
1657,1657,2024-01-02,7897,49776,Full,Pending
1658,1658,2024-07-23,1224,28282,Full,Delayed
1659,1659,2024-06-22,9925,89973,Partial,Delayed
1660,1660,2024-03-16,13795,29572,Full,Pending
1661,1661,2024-05-13,15331,25259,Full,Pending
1662,1662,2024-04-25,17565,19135,Overdue,Pending
1663,1663,2024-04-02,6199,96064,Overdue,Delayed
1664,1664,2024-07-04,19713,10849,Overdue,Delayed
1665,1665,2024-09-16,19649,53843,Full,Delayed
1666,1666,2024-08-01,7574,53964,Overdue,On time
1667,1667,2024-10-13,1257,23928,Partial,Delayed
1668,1668,2024-07-24,11930,47897,Partial,Delayed
1669,1669,2024-02-23,7539,37107,Overdue,On time
1670,1670,2024-06-07,3991,4209,Full,On time
1671,1671,2024-01-18,11006,92708,Full,Delayed
1672,1672,2024-03-23,1291,17639,Overdue,Delayed
1673,1673,2024-03-31,1284,30331,Full,On time
1674,1674,2024-09-07,15814,63449,Overdue,Delayed
1675,1675,2024-05-25,4412,12879,Full,Pending
1676,1676,2024-08-26,827,28266,Overdue,Delayed
1677,1677,2024-10-08,3325,4461,Overdue,Delayed
1678,1678,2024-02-18,12130,41267,Partial,Delayed
1679,1679,2024-01-21,1744,56477,Full,On time
1680,1680,2024-02-09,7534,23861,Partial,Delayed
1681,1681,2024-09-16,18897,34484,Partial,Pending
1682,1682,2024-05-23,6413,11090,Full,Pending
1683,1683,2024-06-24,14405,72983,Full,On time
1684,1684,2024-09-25,13328,52699,Partial,Delayed
1685,1685,2024-09-26,6870,38135,Full,Delayed
1686,1686,2024-01-08,12803,8650,Partial,Delayed
1687,1687,2024-08-23,10604,6358,Overdue,Pending
1688,1688,2024-01-19,7121,58197,Overdue,On time
1689,1689,2024-07-16,1103,7517,Overdue,On time
1690,1690,2024-05-23,15596,46662,Partial,Delayed
1691,1691,2024-08-07,3224,50988,Overdue,Delayed
1692,1692,2024-08-13,4199,15051,Overdue,Pending
1693,1693,2024-10-01,14047,1338,Partial,On time
1694,1694,2024-01-26,3939,68689,Partial,On time
1695,1695,2024-04-22,10491,67866,Full,Delayed
1696,1696,2024-04-20,17130,58206,Overdue,Delayed
1697,1697,2024-08-10,5633,81241,Overdue,Delayed
1698,1698,2024-03-11,17551,88456,Full,On time
1699,1699,2024-01-07,12696,52895,Overdue,Pending
1700,1700,2024-10-04,4551,7166,Full,On time
1701,1701,2024-06-24,5547,38230,Overdue,Delayed
1702,1702,2024-04-09,13076,21147,Partial,Pending
1703,1703,2024-08-14,3351,66907,Partial,On time
1704,1704,2024-03-05,12520,15763,Full,On time
1705,1705,2024-06-05,19988,12809,Full,On time
1706,1706,2024-10-20,755,91060,Partial,Pending
1707,1707,2024-08-20,18577,60910,Full,Pending
1708,1708,2024-10-01,4878,79752,Full,On time
1709,1709,2024-08-10,9043,96233,Full,Delayed
1710,1710,2024-08-30,5998,35489,Partial,Delayed
1711,1711,2024-08-31,4251,73753,Full,On time
1712,1712,2024-06-12,19969,44296,Full,On time
1713,1713,2024-10-24,7691,5400,Overdue,Pending
1714,1714,2024-08-30,10533,41851,Overdue,Pending
1715,1715,2024-08-10,4096,39827,Full,Pending
1716,1716,2024-05-25,610,94756,Partial,Pending
1717,1717,2024-09-12,2985,59202,Partial,Delayed
1718,1718,2024-04-25,14780,98011,Full,Pending
1719,1719,2024-08-02,9483,73745,Overdue,On time
1720,1720,2024-09-06,11492,53207,Overdue,Delayed
1721,1721,2024-08-22,4666,80880,Full,On time
1722,1722,2024-10-21,18723,20294,Full,On time
1723,1723,2024-08-21,11628,64298,Full,On time
1724,1724,2024-10-16,8130,56698,Partial,Pending
1725,1725,2024-10-10,15621,82185,Full,Delayed
1726,1726,2024-09-19,14305,66163,Full,Pending
1727,1727,2024-09-20,3036,56188,Overdue,Delayed
1728,1728,2024-10-22,11085,40172,Full,On time
1729,1729,2024-06-26,5543,98124,Overdue,Delayed
1730,1730,2024-02-04,13446,99142,Partial,On time
1731,1731,2024-07-21,4081,88033,Full,Pending
1732,1732,2024-04-24,19170,63354,Overdue,Delayed
1733,1733,2024-02-26,5260,72708,Overdue,Pending
1734,1734,2024-07-26,7551,93887,Full,Delayed
1735,1735,2024-05-22,13307,97892,Overdue,Pending
1736,1736,2024-08-12,17417,38885,Full,Pending
1737,1737,2024-05-29,6362,87948,Full,Delayed
1738,1738,2024-09-04,12690,94250,Overdue,On time
1739,1739,2024-08-08,19046,23630,Overdue,Delayed
1740,1740,2024-04-06,7739,21435,Overdue,Delayed
1741,1741,2024-02-27,8393,49809,Overdue,Delayed
1742,1742,2024-05-08,1740,36213,Full,On time
1743,1743,2024-08-07,13434,55010,Partial,Pending
1744,1744,2024-02-09,13246,515,Overdue,On time
1745,1745,2024-04-24,6070,6292,Overdue,Delayed
1746,1746,2024-01-09,3367,75818,Overdue,Pending
1747,1747,2024-10-26,16710,19932,Full,On time
1748,1748,2024-07-13,2050,25197,Overdue,Pending
1749,1749,2024-04-30,2256,15457,Full,Delayed
1750,1750,2024-08-09,2593,47941,Partial,Delayed
1751,1751,2024-08-28,18049,91257,Partial,Delayed
1752,1752,2024-03-16,4533,93119,Overdue,On time
1753,1753,2024-03-09,12657,54657,Full,Pending
1754,1754,2024-03-14,7923,75330,Full,Delayed
1755,1755,2024-02-12,10376,901,Partial,Pending
1756,1756,2024-03-12,9233,33346,Partial,On time
1757,1757,2024-03-27,15740,91554,Full,Delayed
1758,1758,2024-04-24,14957,29668,Full,Delayed
1759,1759,2024-02-24,5326,81722,Partial,Pending
1760,1760,2024-06-15,13486,15135,Overdue,Delayed
1761,1761,2024-06-05,4645,91957,Full,Pending
1762,1762,2024-08-07,1113,98595,Overdue,On time
1763,1763,2024-08-05,6701,65927,Full,Delayed
1764,1764,2024-01-22,14184,7345,Partial,On time
1765,1765,2024-06-07,15109,63721,Partial,On time
1766,1766,2024-08-29,5861,74887,Partial,Pending
1767,1767,2024-09-28,3858,40818,Overdue,Delayed
1768,1768,2024-01-09,8639,67023,Overdue,Pending
1769,1769,2024-08-04,17993,37301,Partial,Delayed
1770,1770,2024-07-02,6526,62019,Overdue,On time
1771,1771,2024-03-01,13232,27330,Full,Delayed
1772,1772,2024-06-03,16792,78021,Full,On time
1773,1773,2024-09-05,13586,68473,Partial,Delayed
1774,1774,2024-02-15,11150,81525,Overdue,Pending
1775,1775,2024-06-26,1332,48168,Overdue,Delayed
1776,1776,2024-10-23,16635,46220,Partial,Delayed
1777,1777,2024-06-11,805,27989,Overdue,Pending
1778,1778,2024-01-12,16334,13557,Overdue,On time
1779,1779,2024-09-06,12048,75666,Overdue,On time
1780,1780,2024-06-20,6819,49351,Partial,On time
1781,1781,2024-03-08,14706,6637,Full,On time
1782,1782,2024-10-17,8514,35524,Full,On time
1783,1783,2024-03-24,9508,27013,Partial,On time
1784,1784,2024-04-30,7443,32806,Overdue,Delayed
1785,1785,2024-08-06,17038,41304,Overdue,Pending
1786,1786,2024-10-08,14940,91380,Partial,Delayed
1787,1787,2024-03-29,3798,3363,Overdue,On time
1788,1788,2024-07-20,12997,22558,Overdue,Pending
1789,1789,2024-08-23,2527,5363,Partial,On time
1790,1790,2024-03-26,16904,46315,Partial,On time
1791,1791,2024-05-06,665,20760,Partial,On time
1792,1792,2024-09-17,5239,32293,Overdue,On time
1793,1793,2024-09-14,11587,46445,Partial,Delayed
1794,1794,2024-08-21,1344,13458,Overdue,Delayed
1795,1795,2024-05-20,11102,84125,Overdue,On time
1796,1796,2024-09-09,4568,73833,Overdue,On time
1797,1797,2024-04-04,10758,77470,Full,Delayed
1798,1798,2024-07-21,19617,98739,Overdue,Delayed
1799,1799,2024-02-23,19899,35958,Partial,Delayed
1800,1800,2024-09-12,5181,14312,Full,On time
1801,1801,2024-08-05,2163,12841,Overdue,On time
1802,1802,2024-10-20,4772,57329,Partial,On time
1803,1803,2024-01-07,18534,46172,Overdue,On time
1804,1804,2024-04-20,6776,29458,Full,On time
1805,1805,2024-01-02,19913,75018,Overdue,Delayed
1806,1806,2024-05-13,8486,77796,Full,Pending
1807,1807,2024-06-07,14074,45644,Full,Delayed
1808,1808,2024-09-14,13600,36589,Partial,Delayed
1809,1809,2024-02-15,4636,35480,Partial,On time
1810,1810,2024-02-25,4762,33617,Full,Pending
1811,1811,2024-09-26,19260,85338,Partial,Pending
1812,1812,2024-08-07,6718,51151,Partial,Pending
1813,1813,2024-08-24,9107,14416,Partial,Pending
1814,1814,2024-06-17,8304,4667,Partial,Delayed
1815,1815,2024-05-12,6900,7890,Partial,Delayed
